Player,Role,Team,Year,Amount_Crore,Player Origin
Rahul Tripathi,Batsman,Rajasthan Royals,2018.0,3.4,Indian
Rahul Tripathi,Batsman,Kolkata Knight Riders,2020.0,0.6,Indian
Rahul Tripathi,Batsman,Sunrisers Hyderabad,2022.0,8.5,Indian
Raj Angad Bawa,All-Rounder,Punjab Kings,2022.0,2.0,Indian
Rajagopal Sathish,All-Rounder,Kolkata Knight Riders,2016.0,0.2,Indian
Rajat Bhatia,All-Rounder,Rajasthan Royals,2014.0,1.7,Indian
Rajat Bhatia,All-Rounder,Rising Pune Supergiant,2016.0,0.6,Indian
Rajat Patidar,Batsman,Royal Challengers Bangalore,2021.0,0.2,Indian
Rajvardhan Hangargekar,All-Rounder,Chennai Super Kings,2022.0,1.5,Indian
Ramandeep Singh,All-Rounder,Mumbai Indians,2022.0,0.2,Indian
Ramesh Kumar,Batsman,Kolkata Knight Riders,2022.0,0.2,Indian
Ranganath Vinay Kumar,Bowler,Kolkata Knight Riders,2014.0,2.8,Indian
Ranganath Vinay Kumar,Bowler,Kolkata Knight Riders,2018.0,1.0,Indian
Rashid Khan Arman,Bowler,Sunrisers Hyderabad,2017.0,4.0,Overseas
Rashid Khan Arman,Bowler,Sunrisers Hyderabad,2018.0,9.0,Overseas
Rasikh Dar,Bowler,Mumbai Indians,2019.0,0.2,Indian
Rasikh Dar,Bowler,Kolkata Knight Riders,2022.0,0.2,Indian
Rassie Van Der Dussen,Batsman,Rajasthan Royals,2022.0,1.0,Overseas
Ravi Bishnoi,Bowler,Kings XI Punjab,2020.0,2.0,Indian
Ravi Bopara,All-Rounder,Sunrisers Hyderabad,2015.0,1.0,Indian
Ravi Rampaul,Bowler,Royal Challengers Bangalore,2013.0,2.175,Overseas
Ravi Rampaul,Bowler,Royal Challengers Bangalore,2014.0,0.9,Overseas
Ravichandran Ashwin,All-Rounder,Kings XI Punjab,2018.0,7.6,Overseas
Ricky Bhui,Batsman,Sunrisers Hyderabad,2014.0,0.1,Overseas
Ricky Bhui,Batsman,Sunrisers Hyderabad,2018.0,0.2,Overseas
Ricky Ponting,Batsman,Mumbai Indians,2013.0,3.0,Overseas
Riley Meredith,Bowler,Punjab Kings,2021.0,8.0,Overseas
Riley Meredith,Bowler,Mumbai Indians,2022.0,1.0,Overseas
Rinku Singh,Batsman,Kings XI Punjab,2017.0,0.1,Indian
Rinku Singh,Batsman,Kolkata Knight Riders,2018.0,0.8,Indian
Rinku Singh,Batsman,Kolkata Knight Riders,2022.0,0.55,Indian
Ripal Patel,All-Rounder,Delhi Capitals,2021.0,0.2,Indian
Ripal Patel,All-Rounder,Delhi Capitals,2022.0,0.2,Indian
Rishabh Pant,Wicket Keeper,Delhi Daredevils,2016.0,1.9,Indian
Rishi Dhawan,All-Rounder,Kings XI Punjab,2014.0,3.0,Indian
Rishi Dhawan,All-Rounder,Kolkata Knight Riders,2017.0,0.55,Indian
Rishi Dhawan,All-Rounder,Punjab Kings,2022.0,0.55,Indian
Riyan Parag,All-Rounder,Rajasthan Royals,2019.0,0.2,Indian
Riyan Parag,All-Rounder,Rajasthan Royals,2022.0,3.8,Indian
Robin Uthappa,Batsman,Kolkata Knight Riders,2014.0,5.0,Indian
Robin Uthappa,Batsman,Kolkata Knight Riders,2018.0,6.4,Indian
Robin Uthappa,Batsman,Rajasthan Royals,2020.0,3.0,Indian
Robin Uthappa,Batsman,Chennai Super Kings,2022.0,2.0,Indian
Romario Shepherd,All-Rounder,Sunrisers Hyderabad,2022.0,7.75,Overseas
Ronit More,Bowler,Chennai Super Kings,2014.0,0.1,Indian
Ross Taylor,Batsman,Delhi Daredevils,2014.0,2.0,Overseas
Rovman Powell,All-Rounder,Kolkata Knight Riders,2017.0,0.3,Overseas
Rovman Powell,Batsman,Delhi Capitals,2022.0,2.8,Overseas
Rudra Pratap Singh,Bowler,Royal Challengers Bangalore,2013.0,3.0,Indian
Rudra Pratap Singh,Bowler,Rising Pune Supergiant,2016.0,0.3,Indian
Ruturaj Gaikwad,Batsman,Chennai Super Kings,2019.0,0.2,Indian
Ryan McLaren,Bowler,Kolkata Knight Riders,2013.0,0.375,Overseas
Ryan Ten Doeschate,All-Rounder,Kolkata Knight Riders,2014.0,1.0,Overseas
Sachin Baby,Batsman,Royal Challengers Bangalore,2016.0,0.1,Indian
Sachin Baby,Batsman,Sunrisers Hyderabad,2018.0,0.2,Indian
Sachin Baby,Batsman,Royal Challengers Bangalore,2021.0,0.2,Indian
Sachin Rana,Bowler,Royal Challengers Bangalore,2014.0,0.2,Indian
Sachithra Senanayaka,All-Rounder,Kolkata Knight Riders,2013.0,4.6875,Overseas
Sagar Trivedi,All-Rounder,Rajasthan Royals,2015.0,0.1,Indian
Sam Billings,Wicket Keeper,Delhi Daredevils,2016.0,0.3,Overseas
Sam Billings,Wicket Keeper,Chennai Super Kings,2018.0,1.0,Overseas
Sam Billings,Wicket Keeper,Delhi Capitals,2021.0,2.0,Overseas
Sam Billings,Wicket Keeper,Kolkata Knight Riders,2022.0,2.0,Overseas
Sam Curran,All-Rounder,Kings XI Punjab,2019.0,7.2,Overseas
Sam Curran,All-Rounder,Chennai Super Kings,2020.0,5.5,Overseas
Samuel Badree,Bowler,Chennai Super Kings,2014.0,0.3,Overseas
Samuel Badree,Bowler,Royal Challengers Bangalore,2016.0,0.5,Overseas
Sandeep Bavanaka,All-Rounder,Sunrisers Hyderabad,2020.0,0.2,Overseas
Sandeep Lamichhane,Bowler,Delhi Daredevils,2018.0,0.2,Overseas
Sandeep Sharma,Bowler,Kings XI Punjab,2014.0,0.85,Indian
Sandeep Sharma,Bowler,Sunrisers Hyderabad,2018.0,3.0,Indian
Sandeep Sharma,Bowler,Punjab Kings,2022.0,0.5,Indian
Sandeep Warrier,Bowler,Royal Challengers Bangalore,2014.0,0.1,Indian
Sanjay Yadav,All-Rounder,Sunrisers Hyderabad,2020.0,0.2,Indian
Sanjay Yadav,All-Rounder,Mumbai Indians,2022.0,0.5,Indian
Sanju Samson,Wicket Keeper,Delhi Daredevils,2016.0,4.2,Indian
Sanju Samson,Wicket Keeper,Rajasthan Royals,2018.0,8.0,Indian
Sarabjit Ladda,Bowler,Gujarat Lions,2016.0,0.1,Indian
Sarfaraz Khan,All-Rounder,Delhi Capitals,2022.0,0.2,Indian
Sarfaraz Naushad Khan,Batsman,Royal Challengers Bangalore,2015.0,0.5,Indian
Sarfaraz Naushad Khan,All-Rounder,Kings XI Punjab,2019.0,0.25,Indian
Saurabh Dubey,Bowler,Sunrisers Hyderabad,2022.0,0.2,Indian
Saurabh Kumar,Bowler,Rising Pune Supergiant,2017.0,0.1,Indian
Saurabh Kumar,All-Rounder,Punjab Kings,2021.0,0.2,Indian
Saurabh Tiwary,Batsman,Delhi Daredevils,2014.0,0.7,Indian
Saurabh Tiwary,Batsman,Mumbai Indians,2017.0,0.3,Indian
Saurabh Tiwary,Batsman,Mumbai Indians,2018.0,0.8,Indian
Saurabh Tiwary,Batsman,Mumbai Indians,2020.0,0.5,Indian
Sayan Ghosh,Bowler,Kolkata Knight Riders,2017.0,0.1,Indian
Sayan Ghosh,Bowler,Delhi Daredevils,2018.0,0.2,Indian
Sayan Sekhar Mandal,All-Rounder,Kolkata Knight Riders,2014.0,0.1,Indian
Scott Boland,Bowler,Rising Pune Supergiant,2016.0,0.5,Overseas
Sean Abbott,Bowler,Royal Challengers Bangalore,2015.0,1.0,Overseas
Sean Abbott,Bowler,Sunrisers Hyderabad,2022.0,2.4,Overseas
Shadab Jakati,Bowler,Royal Challengers Bangalore,2014.0,0.2,Indian
Shadab Jakati,All-Rounder,Gujarat Lions,2016.0,0.2,Indian
Shahbaz Ahamad,Wicket Keeper,Royal Challengers Bangalore,2020.0,0.2,Indian
Shahbaz Ahamad,All-Rounder,Royal Challengers Bangalore,2022.0,2.4,Indian
Shahbaz Nadeem,Bowler,Delhi Daredevils,2014.0,0.85,Indian
Shahbaz Nadeem,Bowler,Delhi Daredevils,2018.0,3.2,Indian
Shahbaz Nadeem,Bowler,Lucknow Super Giants,2022.0,0.5,Indian
Shahrukh Khan,All-Rounder,Punjab Kings,2021.0,5.25,Indian
Shahrukh Khan,All-Rounder,Punjab Kings,2022.0,9.0,Indian
Shakib Al Hasan,All-Rounder,Kolkata Knight Riders,2014.0,2.8,Overseas
Shakib Al Hasan,All-Rounder,Sunrisers Hyderabad,2018.0,2.0,Overseas
Shakib Al Hasan,All-Rounder,Kolkata Knight Riders,2021.0,3.2,Overseas
Shane Watson,All-Rounder,Royal Challengers Bangalore,2016.0,9.5,Overseas
Shane Watson,All-Rounder,Chennai Super Kings,2018.0,4.0,Overseas
Sharad Lumba,Batsman,Mumbai Indians,2018.0,0.2,Indian
Shardul Thakur,Bowler,Kings XI Punjab,2014.0,0.2,Indian
Shardul Thakur,Bowler,Chennai Super Kings,2018.0,2.6,Indian
Shardul Thakur,Bowler,Delhi Capitals,2022.0,10.75,Indian
Shashank Singh,All-Rounder,Delhi Daredevils,2017.0,0.1,Indian
Shashank Singh,All-Rounder,Rajasthan Royals,2019.0,0.3,Indian
Shashank Singh,All-Rounder,Sunrisers Hyderabad,2022.0,0.2,Indian
Shaun Marsh,Batsman,Kings XI Punjab,2014.0,2.2,Overseas
Sheldon Cottrell,Bowler,Kings XI Punjab,2020.0,8.5,Overseas
Sheldon Jackson,Batsman,Kolkata Knight Riders,2015.0,0.15,Indian
Sheldon Jackson,Wicket Keeper,Kolkata Knight Riders,2021.0,0.2,Indian
Sheldon Jackson,Wicket Keeper,Kolkata Knight Riders,2022.0,0.6,Indian
Shelley Shaurya,Bowler,Gujarat Lions,2017.0,0.1,Indian
Sherfane Rutherford,All-Rounder,Delhi Capitals,2019.0,2.0,Overseas
Sherfane Rutherford,All-Rounder,Royal Challengers Bangalore,2022.0,1.0,Overseas
Shikhar Dhawan,Batsman,Sunrisers Hyderabad,2018.0,5.2,Indian
Shikhar Dhawan,Batsman,Punjab Kings,2022.0,8.25,Indian
Shimron Hetmyer,Batsman,Royal Challengers Bangalore,2019.0,4.2,Overseas
Shimron Hetmyer,Batsman,Delhi Capitals,2020.0,7.75,Overseas
Shimron Hetmyer,Batsman,Rajasthan Royals,2022.0,8.5,Overseas
Shishir Bhavane,Batsman,Royal Challengers Bangalore,2015.0,0.1,Indian
Shivam Dube,All-Rounder,Royal Challengers Bangalore,2019.0,5.0,Indian
Shivam Dube,All-Rounder,Rajasthan Royals,2021.0,4.4,Indian
Shivam Dube,All-Rounder,Chennai Super Kings,2022.0,4.0,Indian
Shivam Mavi,All-Rounder,Kolkata Knight Riders,2018.0,3.0,Indian
Shivam Mavi,All-Rounder,Kolkata Knight Riders,2022.0,7.25,Indian
Shivam Sharma,Bowler,Kings XI Punjab,2014.0,0.1,Indian
Shivil Kaushik,Bowler,Gujarat Lions,2016.0,0.1,Indian
Shreevats Goswami,Wicket Keeper,Sunrisers Hyderabad,2018.0,1.0,Indian
Shreyas Gopal,Bowler,Mumbai Indians,2014.0,0.1,Indian
Shreyas Gopal,All-Rounder,Rajasthan Royals,2018.0,0.2,Indian
Shreyas Gopal,Bowler,Sunrisers Hyderabad,2022.0,0.75,Indian
Shreyas Iyer,Batsman,Delhi Daredevils,2015.0,2.6,Indian
Shreyas Iyer,Batsman,Kolkata Knight Riders,2022.0,12.25,Indian
Shrikant Mundhe,All-Rounder,Kolkata Knight Riders,2019.0,0.2,Indian
Shubam Agrawal,All-Rounder,Gujarat Lions,2017.0,0.1,Indian
Shubham Garhwal,All-Rounder,Rajasthan Royals,2022.0,0.2,Indian
Shubham Ranjane,All-Rounder,Rajasthan Royals,2019.0,0.2,Indian
Shubman Gill,Batsman,Kolkata Knight Riders,2018.0,1.8,Indian
Siddarth Kaul,Bowler,Delhi Daredevils,2014.0,0.45,Indian
Siddarth Kaul,Bowler,Sunrisers Hyderabad,2015.0,0.1,Indian
Siddarth Kaul,Bowler,Sunrisers Hyderabad,2018.0,3.8,Indian
Siddharth Kaul,Bowler,Royal Challengers Bangalore,2022.0,0.75,Indian
Siddhesh Dinesh Lad,All-Rounder,Mumbai Indians,2015.0,0.1,Indian
Siddhesh Dinesh Lad,Batsman,Mumbai Indians,2018.0,0.2,Indian
Simarjeet Singh,Bowler,Chennai Super Kings,2022.0,0.2,Indian
Srikkanth Anirudha,Batsman,Sunrisers Hyderabad,2014.0,0.2,Indian
Steven Smith,All-Rounder,Rajasthan Royals,2014.0,4.0,Overseas
Steven Smith,Batsman,Delhi Capitals,2021.0,2.2,Overseas
Stuart Binny,All-Rounder,Royal Challengers Bangalore,2016.0,2.0,Indian
Stuart Binny,All-Rounder,Rajasthan Royals,2018.0,0.5,Indian
Subhranshu Senapati,Batsman,Chennai Super Kings,2022.0,0.2,Indian
Subramaniam Badrinath,Batsman,Royal Challengers Bangalore,2015.0,0.3,Indian
Sudeep Tyagi,Bowler,Sunrisers Hyderabad,2013.0,0.75,Indian
Sumit Narwal,All-Rounder,Kolkata Knight Riders,2015.0,0.1,Indian
Suryakumar Yadav,Batsman,Kolkata Knight Riders,2014.0,0.7,Indian
Suryakumar Yadav,Batsman,Mumbai Indians,2018.0,3.2,Indian
Sushant Marathe,Wicket Keeper,Mumbai Indians,2014.0,0.1,Indian
Suyash Prabhudesai,All-Rounder,Royal Challengers Bangalore,2021.0,0.2,Indian
Suyash Prabhudessai,All-Rounder,Royal Challengers Bangalore,2022.0,0.3,Indian
Swapnil Singh,All-Rounder,Kings XI Punjab,2016.0,0.1,Indian
Syed Khaleel Ahmed,All-Rounder,Delhi Daredevils,2016.0,0.1,Indian
Syed Khaleel Ahmed,Bowler,Sunrisers Hyderabad,2018.0,3.0,Indian
Syed Khaleel Ahmed,Bowler,Delhi Capitals,2022.0,5.25,Indian
Syed Mehdi Hasan,All-Rounder,Sunrisers Hyderabad,2018.0,0.2,Indian
T Natarajan,Bowler,Kings XI Punjab,2017.0,3.0,Indian
T Natarajan,Bowler,Sunrisers Hyderabad,2018.0,0.4,Indian
T. Natarajan,Bowler,Sunrisers Hyderabad,2022.0,4.0,Indian
Tajinder Dhillon,All-Rounder,Mumbai Indians,2018.0,0.55,Indian
Tajinder Dhillon,All-Rounder,Kings XI Punjab,2020.0,0.2,Indian
Tanmay Agarwal,Batsman,Sunrisers Hyderabad,2017.0,0.1,Indian
Tanmay Agarwal,Batsman,Sunrisers Hyderabad,2018.0,0.2,Indian
Tanmay Mishra,Batsman,Royal Challengers Bangalore,2014.0,0.1,Indian
Tejas Baroka,Bowler,Rajasthan Royals,2022.0,0.2,Indian
Tejas Singh Baroka,Bowler,Gujarat Lions,2017.0,0.1,Indian
Thisara Perera,All-Rounder,Sunrisers Hyderabad,2013.0,5.0625,Overseas
Thisara Perera,All-Rounder,Kings XI Punjab,2014.0,1.6,Overseas
Thisara Perera,All-Rounder,Rising Pune Supergiant,2016.0,1.0,Overseas
Tim David,All-Rounder,Mumbai Indians,2022.0,8.25,Overseas
Tim Seifert,Wicket Keeper,Delhi Capitals,2022.0,0.5,Overseas
Tim Southee,Bowler,Rajasthan Royals,2014.0,1.2,Overseas
Tim Southee,Bowler,Mumbai Indians,2016.0,2.5,Overseas
Tim Southee,Bowler,Royal Challengers Bangalore,2018.0,1.0,Overseas
Tim Southee,Bowler,Kolkata Knight Riders,2022.0,1.5,Overseas
Tirumalasetti Suman,Batsman,Sunrisers Hyderabad,2016.0,0.1,Indian
Tom Banton,Batsman,Kolkata Knight Riders,2020.0,1.0,Overseas
Tom Curran,All-Rounder,Rajasthan Royals,2020.0,1.0,Overseas
Tom Curran,All-Rounder,Delhi Capitals,2021.0,5.25,Overseas
Travis Head,Batsman,Delhi Daredevils,2015.0,0.3,Overseas
Travis Head,Batsman,Royal Challengers Bangalore,2016.0,0.5,Overseas
Trent Boult,Bowler,Sunrisers Hyderabad,2015.0,3.8,Overseas
Trent Boult,Bowler,Kolkata Knight Riders,2017.0,5.0,Overseas
Trent Boult,Bowler,Delhi Daredevils,2018.0,2.2,Overseas
Trent Boult,Bowler,Rajasthan Royals,2022.0,8.0,Overseas
Tushar Deshpande,Bowler,Delhi Capitals,2020.0,0.2,Indian
Tushar Deshpande,Bowler,Chennai Super Kings,2022.0,0.2,Indian
Tymal Mills,Bowler,Royal Challengers Bangalore,2017.0,12.0,Overseas
Tymal Mills,Bowler,Mumbai Indians,2022.0,1.5,Overseas
Umang Sharma,Batsman,Gujarat Lions,2016.0,0.1,Indian
Umesh Yadav,Bowler,Kolkata Knight Riders,2014.0,2.6,Indian
Umesh Yadav,Bowler,Royal Challengers Bangalore,2018.0,4.2,Indian
Umesh Yadav,Bowler,Delhi Capitals,2021.0,1.0,Indian
Umesh Yadav,Bowler,Kolkata Knight Riders,2022.0,2.0,Indian
Unmukt Chand,Batsman,Rajasthan Royals,2014.0,0.65,Indian
Utkarsh Singh,All-Rounder,Punjab Kings,2021.0,0.2,Indian
Vaibhav Arora,Bowler,Kolkata Knight Riders,2021.0,0.2,Indian
Vaibhav Arora,Bowler,Punjab Kings,2022.0,2.0,Indian
Vaibhav Rawal,All-Rounder,Kolkata Knight Riders,2015.0,0.1,Indian
Varun Aaron,Bowler,Royal Challengers Bangalore,2014.0,2.0,Indian
Varun Aaron,Bowler,Kings XI Punjab,2017.0,2.8,Indian
Varun Aaron,Bowler,Rajasthan Royals,2019.0,2.4,Indian
Varun Aaron,Bowler,Gujarat Titans,2022.0,0.5,Indian
Varun Chakaravarthy,All-Rounder,Kings XI Punjab,2019.0,8.4,Indian
Varun Chakaravarthy,All-Rounder,Kolkata Knight Riders,2020.0,4.0,Indian
Veer Pratap Singh,Bowler,Kolkata Knight Riders,2014.0,0.4,Indian
Venkatesh Iyer,All-Rounder,Kolkata Knight Riders,2021.0,0.2,Indian
Venugopal Rao,Batsman,Sunrisers Hyderabad,2014.0,0.55,Indian
Vicky Ostwal,All-Rounder,Delhi Capitals,2022.0,0.2,Indian
Vijay Shankar,All-Rounder,Chennai Super Kings,2014.0,0.1,Indian
Vijay Shankar,All-Rounder,Sunrisers Hyderabad,2016.0,0.35,Indian
Vijay Shankar,All-Rounder,Delhi Daredevils,2018.0,3.2,Indian
Vijay Shankar,All-Rounder,Gujarat Titans,2022.0,1.4,Indian
Vijay Zol,Batsman,Royal Challengers Bangalore,2014.0,0.3,Indian
Vikas Tokas,Bowler,Royal Challengers Bangalore,2016.0,0.1,Indian
Vikramjeet Malik,Bowler,Rajasthan Royals,2014.0,0.2,Indian
Vikramjeet Malik,Bowler,Royal Challengers Bangalore,2016.0,0.2,Indian
Virat Singh,Batsman,Sunrisers Hyderabad,2020.0,1.9,Indian
Virender Sehwag,Batsman,Kings XI Punjab,2014.0,3.2,Indian
Vishnu Vinod,Wicket Keeper,Delhi Capitals,2021.0,0.2,Indian
Vishnu Vinod,Wicket Keeper,Sunrisers Hyderabad,2022.0,0.5,Indian
Wanindu Hasaranga,All-Rounder,Royal Challengers Bangalore,2022.0,10.75,Overseas
Washington Sundar,All-Rounder,Sunrisers Hyderabad,2022.0,8.75,Indian
Wayne Parnell,Bowler,Delhi Daredevils,2014.0,1.0,Overseas
Wriddhiman Saha,Wicket Keeper,Kings XI Punjab,2014.0,2.2,Indian
Wriddhiman Saha,Wicket Keeper,Sunrisers Hyderabad,2018.0,5.0,Indian
Wriddhiman Saha,Wicket Keeper,Sunrisers Hyderabad,2019.0,1.2,Indian
Wriddhiman Saha,Wicket Keeper,Gujarat Titans,2022.0,1.9,Indian
Writtick Chatterjee,All-Rounder,Punjab Kings,2022.0,0.2,Indian
Yash Dayal,Bowler,Gujarat Titans,2022.0,3.2,Indian
Yash Dhull,All-Rounder,Delhi Capitals,2022.0,0.5,Indian
Yashasvi Jaiswal,All-Rounder,Rajasthan Royals,2020.0,2.4,Indian
Yogesh Gowalkar,All-Rounder,Kings XI Punjab,2015.0,0.1,Indian
Yogesh Takawale,Wicket Keeper,Royal Challengers Bangalore,2014.0,0.1,Indian
Yudhvir Charak,All-Rounder,Mumbai Indians,2021.0,0.2,Indian
Yusuf Pathan,All-Rounder,Kolkata Knight Riders,2014.0,3.25,Indian
Yusuf Pathan,All-Rounder,Sunrisers Hyderabad,2018.0,1.9,Indian
Yuvraj Singh,All-Rounder,Royal Challengers Bangalore,2014.0,14.0,Indian
Yuvraj Singh,Batsman,Delhi Daredevils,2015.0,16.0,Indian
Yuvraj Singh,All-Rounder,Sunrisers Hyderabad,2016.0,7.0,Indian
Yuvraj Singh,All-Rounder,Kings XI Punjab,2018.0,2.0,Indian
Yuvraj Singh,All-Rounder,Mumbai Indians,2019.0,1.0,Indian
Yuzvendra Chahal,Bowler,Rajasthan Royals,2022.0,6.5,Indian
Yuzvendra Singh Chahal,Bowler,Royal Challengers Bangalore,2014.0,0.1,Indian
Yuzvendra Singh Chahal,Bowler,Royal Challengers Bangalore,2018.0,6.0,Indian
Zaheer Khan,Bowler,Mumbai Indians,2014.0,2.6,Indian
Zaheer Khan,Bowler,Delhi Daredevils,2015.0,4.0,Indian
Zahir Khan Pakteen,Bowler,Rajasthan Royals,2018.0,0.6,Indian
